nps_responses_id,responded_date_id,customer_id,channel_id,nps_response_id,comment,score
992,20241226,1000,1,13000000991,Atención muy buena,9
993,20250418,137,2,13000000992,UNKNOWN,10
994,20241030,168,2,13000000993,UNKNOWN,9
995,20241123,452,2,13000000994,UNKNOWN,10
996,20250117,1210,2,13000000995,Tardó un poco más de lo esperado,2
997,20250723,599,2,13000000996,Podría mejorar el empaque,10
998,20250616,734,1,13000000997,Tardó un poco más de lo esperado,10
999,20250904,27,2,13000000998,Atención muy buena,9
1000,20240528,1186,1,13000000999,Tardó un poco más de lo esperado,10
1001,20250621,1227,2,13000001000,Entrega rápida y producto excelente,5
1002,20240722,1338,2,13000001001,Muy conforme con la calidad,9
1003,20250629,1275,2,13000001002,Entrega rápida y producto excelente,7
1004,20250319,934,1,13000001003,Todo perfecto,6
1005,20240706,883,2,13000001004,Tardó un poco más de lo esperado,10
1006,20241115,624,1,13000001005,UNKNOWN,8
1007,20250810,1272,1,13000001006,Podría mejorar el empaque,7
1008,20250105,746,2,13000001007,UNKNOWN,10
1009,20240511,858,1,13000001008,Tardó un poco más de lo esperado,8
1010,20250620,393,1,13000001009,Volvería a comprar,10
1011,20240707,990,1,13000001010,Entrega rápida y producto excelente,10
1012,20241111,769,1,13000001011,Volvería a comprar,7
1013,20240927,496,1,13000001012,Muy conforme con la calidad,2
1014,20240223,401,1,13000001013,Tardó un poco más de lo esperado,7
1015,20240509,1042,1,13000001014,Todo perfecto,10
1016,20240915,1101,2,13000001015,UNKNOWN,6
1017,20241029,15,1,13000001016,UNKNOWN,9
1018,20240508,748,1,13000001017,Podría mejorar el empaque,7
1019,20251007,825,1,13000001018,Atención muy buena,10
1020,20250531,957,2,13000001019,Entrega rápida y producto excelente,7
1021,20250121,528,1,13000001020,Tardó un poco más de lo esperado,3
1022,20250115,1422,1,13000001021,Volvería a comprar,1
1023,20251010,71,1,13000001022,Entrega rápida y producto excelente,5
1024,20240808,1375,2,13000001023,Tardó un poco más de lo esperado,5
1025,20241221,504,2,13000001024,Entrega rápida y producto excelente,9
1026,20240420,1257,2,13000001025,Podría mejorar el empaque,8
1027,20240820,1165,2,13000001026,Muy conforme con la calidad,2
1028,20250410,39,1,13000001027,Tardó un poco más de lo esperado,8
1029,20241223,102,2,13000001028,Muy conforme con la calidad,3
1030,20250917,863,1,13000001029,UNKNOWN,7
1031,20240512,494,1,13000001030,Entrega rápida y producto excelente,3
1032,20250418,1132,1,13000001031,Muy conforme con la calidad,5
1033,20240513,723,1,13000001032,Volvería a comprar,9
1034,20240202,280,2,13000001033,Podría mejorar el empaque,9
1035,20250617,765,1,13000001034,Todo perfecto,8
1036,20240603,778,1,13000001035,Todo perfecto,1
1037,20240626,428,1,13000001036,Podría mejorar el empaque,8
1038,20240204,559,2,13000001037,Podría mejorar el empaque,7
1039,20240326,1318,2,13000001038,Podría mejorar el empaque,10
1040,20250215,1451,1,13000001039,Atención muy buena,6
1041,20240224,994,1,13000001040,Todo perfecto,4
1042,20240426,311,1,13000001041,Atención muy buena,5
1043,20250812,282,1,13000001042,Atención muy buena,8
1044,20241006,94,2,13000001043,Todo perfecto,9
1045,20240325,1359,1,13000001044,Muy conforme con la calidad,9
1046,20241219,1400,2,13000001045,UNKNOWN,8
1047,20240224,244,2,13000001046,Todo perfecto,7
1048,20251009,295,1,13000001047,Muy conforme con la calidad,8
1049,20241111,731,1,13000001048,UNKNOWN,1
1050,20250419,1191,2,13000001049,Tardó un poco más de lo esperado,7
1051,20250309,1104,1,13000001050,Atención muy buena,8
1052,20250711,489,2,13000001051,Volvería a comprar,7
1053,20250827,1096,2,13000001052,Muy conforme con la calidad,7
1054,20250315,1253,1,13000001053,Volvería a comprar,1
1055,20240826,987,1,13000001054,UNKNOWN,8
1056,20240316,43,1,13000001055,Todo perfecto,8
1057,20250718,268,1,13000001056,Podría mejorar el empaque,9
1058,20240828,1045,1,13000001057,Tardó un poco más de lo esperado,9
1059,20240815,1410,1,13000001058,UNKNOWN,4
1060,20241116,859,1,13000001059,Atención muy buena,10
1061,20240707,353,1,13000001060,Entrega rápida y producto excelente,7
1062,20241101,350,2,13000001061,Volvería a comprar,10
1063,20240224,663,2,13000001062,UNKNOWN,3
1064,20240301,601,1,13000001063,Muy conforme con la calidad,7
1065,20241031,468,1,13000001064,Volvería a comprar,6
1066,20250817,975,2,13000001065,Tardó un poco más de lo esperado,10
1067,20250615,1041,2,13000001066,Muy conforme con la calidad,10
1068,20250717,439,2,13000001067,Atención muy buena,6
1069,20250509,1120,1,13000001068,Volvería a comprar,8
1070,20241228,948,1,13000001069,UNKNOWN,9
1071,20250911,1090,2,13000001070,Muy conforme con la calidad,7
1072,20250819,771,1,13000001071,Muy conforme con la calidad,0
1073,20241224,1337,2,13000001072,Muy conforme con la calidad,7
1074,20241022,1269,2,13000001073,Podría mejorar el empaque,5
1075,20250713,1052,1,13000001074,Entrega rápida y producto excelente,10
1076,20250501,628,1,13000001075,Podría mejorar el empaque,5
1077,20250424,589,2,13000001076,Podría mejorar el empaque,8
1078,20250709,326,1,13000001077,UNKNOWN,0
1079,20250222,1463,1,13000001078,Volvería a comprar,9
1080,20250707,1131,2,13000001079,Todo perfecto,3
1081,20241020,688,1,13000001080,Todo perfecto,10
1082,20250220,1135,1,13000001081,Todo perfecto,6
1083,20250304,516,2,13000001082,Entrega rápida y producto excelente,8
1084,20250824,1019,2,13000001083,Atención muy buena,4
1085,20250603,1009,1,13000001084,UNKNOWN,4
1086,20250517,1015,2,13000001085,Todo perfecto,9
1087,20250605,234,1,13000001086,UNKNOWN,9
1088,20240729,699,1,13000001087,Muy conforme con la calidad,3
1089,20240514,807,2,13000001088,Entrega rápida y producto excelente,2
1090,20240714,945,2,13000001089,Podría mejorar el empaque,9
1091,20250414,264,1,13000001090,Atención muy buena,7
1092,20241128,405,2,13000001091,Tardó un poco más de lo esperado,7
1093,20250531,549,1,13000001092,UNKNOWN,7
1094,20240714,365,1,13000001093,Atención muy buena,4
1095,20250715,1208,1,13000001094,Podría mejorar el empaque,5
1096,20241228,1005,1,13000001095,Entrega rápida y producto excelente,9
1097,20240709,1437,1,13000001096,Todo perfecto,5
1098,20240923,396,1,13000001097,Todo perfecto,9
1099,20250103,711,1,13000001098,Entrega rápida y producto excelente,2
1100,20250622,497,1,13000001099,Atención muy buena,9
1101,20240120,37,1,13000001100,Muy conforme con la calidad,10
1102,20240828,380,1,13000001101,Entrega rápida y producto excelente,8
1103,20250828,535,2,13000001102,Muy conforme con la calidad,5
1104,20240623,651,2,13000001103,Volvería a comprar,8
1105,20241023,1085,1,13000001104,Entrega rápida y producto excelente,9
1106,20241207,1238,2,13000001105,Muy conforme con la calidad,8
1107,20250820,184,1,13000001106,Muy conforme con la calidad,6
1108,20250929,498,2,13000001107,Entrega rápida y producto excelente,7
1109,20240907,1117,2,13000001108,Atención muy buena,7
1110,20250812,469,1,13000001109,Podría mejorar el empaque,10
1111,20240804,815,1,13000001110,Entrega rápida y producto excelente,5
1112,20240820,282,2,13000001111,Tardó un poco más de lo esperado,10
1113,20250101,335,2,13000001112,UNKNOWN,9
1114,20250117,261,1,13000001113,Todo perfecto,6
1115,20250126,540,2,13000001114,UNKNOWN,7
1116,20241019,989,1,13000001115,Atención muy buena,6
1117,20250808,354,1,13000001116,Atención muy buena,9
1118,20250529,487,1,13000001117,UNKNOWN,1
1119,20240905,553,2,13000001118,Podría mejorar el empaque,9
1120,20250506,1111,2,13000001119,Podría mejorar el empaque,7
1121,20240731,293,1,13000001120,Volvería a comprar,1
1122,20250310,814,1,13000001121,Volvería a comprar,7
1123,20240220,444,2,13000001122,Todo perfecto,7
1124,20250707,69,2,13000001123,Volvería a comprar,8
1125,20250315,1074,1,13000001124,Entrega rápida y producto excelente,8
1126,20240620,121,2,13000001125,Entrega rápida y producto excelente,3
1127,20250102,1418,2,13000001126,Podría mejorar el empaque,3
1128,20250311,1317,2,13000001127,Entrega rápida y producto excelente,4
1129,20240808,317,1,13000001128,UNKNOWN,8
1130,20250622,1159,2,13000001129,Muy conforme con la calidad,9
1131,20250727,876,1,13000001130,Podría mejorar el empaque,9
1132,20250415,159,2,13000001131,Atención muy buena,8
1133,20240514,1246,2,13000001132,Entrega rápida y producto excelente,8
1134,20241215,831,1,13000001133,Todo perfecto,9
1135,20250110,14,2,13000001134,UNKNOWN,9
1136,20241114,52,2,13000001135,Tardó un poco más de lo esperado,8
1137,20240530,63,1,13000001136,UNKNOWN,0
1138,20240725,714,2,13000001137,Entrega rápida y producto excelente,7
1139,20240830,276,2,13000001138,Atención muy buena,9
1140,20240406,165,2,13000001139,Muy conforme con la calidad,7
1141,20240305,361,1,13000001140,Podría mejorar el empaque,7
1142,20240707,1339,1,13000001141,Podría mejorar el empaque,8
1143,20240120,56,2,13000001142,Muy conforme con la calidad,9
1144,20250927,665,2,13000001143,Entrega rápida y producto excelente,2
1145,20240516,1475,1,13000001144,Todo perfecto,10
1146,20250328,1356,1,13000001145,Atención muy buena,7
1147,20241027,142,2,13000001146,UNKNOWN,8
1148,20250904,466,2,13000001147,Podría mejorar el empaque,8
1149,20241112,1169,1,13000001148,Tardó un poco más de lo esperado,7
1150,20250110,634,1,13000001149,Tardó un poco más de lo esperado,9
1151,20240109,209,2,13000001150,Muy conforme con la calidad,9
1152,20241210,1157,1,13000001151,Podría mejorar el empaque,9
1153,20250227,1258,1,13000001152,Podría mejorar el empaque,8
1154,20240404,663,1,13000001153,Todo perfecto,0
1155,20240430,785,1,13000001154,Tardó un poco más de lo esperado,8
1156,20241229,267,2,13000001155,Todo perfecto,8
1157,20251001,655,1,13000001156,Entrega rápida y producto excelente,6
1158,20241215,757,1,13000001157,Atención muy buena,7
1159,20250801,1329,1,13000001158,Atención muy buena,9
1160,20250520,542,1,13000001159,Muy conforme con la calidad,10
1161,20240216,316,2,13000001160,Podría mejorar el empaque,8
1162,20250724,398,1,13000001161,UNKNOWN,1
1163,20250620,964,1,13000001162,Entrega rápida y producto excelente,8
1164,20241116,854,2,13000001163,Volvería a comprar,10
1165,20240421,1065,2,13000001164,Atención muy buena,7
1166,20240901,359,1,13000001165,Muy conforme con la calidad,9
1167,20240430,174,1,13000001166,Volvería a comprar,4
1168,20250101,1333,1,13000001167,Podría mejorar el empaque,9
1169,20240522,901,2,13000001168,UNKNOWN,0
1170,20240429,977,1,13000001169,Podría mejorar el empaque,10
1171,20250524,757,1,13000001170,Atención muy buena,7
1172,20241019,1029,1,13000001171,UNKNOWN,9
1173,20250320,904,1,13000001172,Muy conforme con la calidad,8
1174,20250524,716,1,13000001173,UNKNOWN,5
1175,20250210,1463,2,13000001174,UNKNOWN,8
1176,20250203,800,2,13000001175,Tardó un poco más de lo esperado,9
1177,20250203,1366,2,13000001176,UNKNOWN,8
1178,20240927,1009,1,13000001177,Entrega rápida y producto excelente,8
1179,20250916,487,2,13000001178,Podría mejorar el empaque,8
1180,20240605,970,1,13000001179,Todo perfecto,9
1181,20240928,1127,1,13000001180,UNKNOWN,10
1182,20240930,22,1,13000001181,Atención muy buena,6
1183,20241212,1401,1,13000001182,Todo perfecto,9
1184,20240409,571,2,13000001183,Muy conforme con la calidad,10
1185,20240416,1061,1,13000001184,Podría mejorar el empaque,7
1186,20250311,143,1,13000001185,Muy conforme con la calidad,8
1187,20250725,712,1,13000001186,UNKNOWN,1
1188,20250418,649,1,13000001187,UNKNOWN,6
1189,20250526,317,1,13000001188,Volvería a comprar,8
1190,20250513,16,2,13000001189,Atención muy buena,7
1191,20241201,175,2,13000001190,Muy conforme con la calidad,9
1192,20240730,694,2,13000001191,UNKNOWN,5
1193,20240819,1377,1,13000001192,Muy conforme con la calidad,9
1194,20240311,653,2,13000001193,Todo perfecto,5
1195,20250117,1328,1,13000001194,Todo perfecto,8
1196,20250210,850,1,13000001195,UNKNOWN,8
1197,20240325,1043,2,13000001196,Muy conforme con la calidad,10
1198,20240608,120,2,13000001197,Tardó un poco más de lo esperado,9
1199,20240625,374,1,13000001198,Podría mejorar el empaque,1
1200,20250523,1023,2,13000001199,Entrega rápida y producto excelente,10
1201,20240829,1435,1,13000001200,Muy conforme con la calidad,4
1202,20240501,1022,2,13000001201,Volvería a comprar,4
1203,20250427,397,2,13000001202,Atención muy buena,5
1204,20250226,539,1,13000001203,Tardó un poco más de lo esperado,1
1205,20240428,662,2,13000001204,Podría mejorar el empaque,7
1206,20250208,413,2,13000001205,Podría mejorar el empaque,7
1207,20240925,978,1,13000001206,UNKNOWN,7
1208,20240310,94,1,13000001207,Todo perfecto,8
1209,20250112,593,2,13000001208,Volvería a comprar,9
1210,20251009,3,1,13000001209,Podría mejorar el empaque,10
1211,20240301,986,1,13000001210,Muy conforme con la calidad,9
1212,20250722,1097,1,13000001211,Tardó un poco más de lo esperado,5
1213,20240208,1298,2,13000001212,Podría mejorar el empaque,8
1214,20240225,968,2,13000001213,UNKNOWN,0
1215,20240208,256,2,13000001214,Entrega rápida y producto excelente,10
1216,20250624,165,2,13000001215,Podría mejorar el empaque,7
1217,20240409,74,2,13000001216,Volvería a comprar,8
1218,20240628,610,1,13000001217,Entrega rápida y producto excelente,9
1219,20240705,1181,1,13000001218,Atención muy buena,8
1220,20250720,1198,1,13000001219,UNKNOWN,7
1221,20251006,383,2,13000001220,Tardó un poco más de lo esperado,9
1222,20241220,327,1,13000001221,Tardó un poco más de lo esperado,4
1223,20250523,1118,1,13000001222,Muy conforme con la calidad,3
1224,20240911,1093,2,13000001223,Muy conforme con la calidad,5
1225,20250713,348,1,13000001224,Podría mejorar el empaque,10
1226,20250407,988,1,13000001225,Tardó un poco más de lo esperado,9
1227,20240708,1242,1,13000001226,Atención muy buena,8
1228,20240219,645,2,13000001227,UNKNOWN,8
1229,20240221,1068,1,13000001228,Volvería a comprar,7
1230,20250625,523,1,13000001229,Atención muy buena,9
1231,20240208,624,1,13000001230,Muy conforme con la calidad,0
1232,20240418,705,2,13000001231,Muy conforme con la calidad,6
1233,20250117,12,2,13000001232,Entrega rápida y producto excelente,3
1234,20250409,748,1,13000001233,UNKNOWN,9
1235,20240320,922,2,13000001234,UNKNOWN,9
1236,20250222,637,2,13000001235,Muy conforme con la calidad,7
1237,20250224,1225,2,13000001236,Tardó un poco más de lo esperado,8
1238,20240115,1336,2,13000001237,Tardó un poco más de lo esperado,3
1239,20250128,1006,1,13000001238,Volvería a comprar,6
1240,20241013,717,1,13000001239,Tardó un poco más de lo esperado,9
1241,20250429,1117,1,13000001240,Entrega rápida y producto excelente,5
1242,20250905,547,1,13000001241,Todo perfecto,7
1243,20240406,1073,2,13000001242,UNKNOWN,6
1244,20250903,611,2,13000001243,Tardó un poco más de lo esperado,9
1245,20250301,1315,2,13000001244,Muy conforme con la calidad,7
1246,20250408,881,2,13000001245,Todo perfecto,10
1247,20240916,475,1,13000001246,Tardó un poco más de lo esperado,7
1248,20250429,1015,1,13000001247,Muy conforme con la calidad,5
1249,20240611,574,2,13000001248,Entrega rápida y producto excelente,7
1250,20240425,71,1,13000001249,UNKNOWN,9
1251,20250926,737,2,13000001250,Muy conforme con la calidad,9
1252,20241213,1060,2,13000001251,Atención muy buena,4
1253,20240414,1145,2,13000001252,Atención muy buena,8
1254,20240727,1256,1,13000001253,Todo perfecto,10
1255,20250706,1063,2,13000001254,Tardó un poco más de lo esperado,9
1256,20250212,551,1,13000001255,Volvería a comprar,0
1257,20250111,248,2,13000001256,Volvería a comprar,5
1258,20240630,831,1,13000001257,UNKNOWN,6
1259,20240417,968,2,13000001258,Entrega rápida y producto excelente,10
1260,20240419,1010,1,13000001259,Todo perfecto,3
1261,20240331,509,2,13000001260,Tardó un poco más de lo esperado,10
1262,20250224,767,2,13000001261,Podría mejorar el empaque,8
1263,20250305,795,1,13000001262,Podría mejorar el empaque,8
1264,20250312,712,1,13000001263,UNKNOWN,8
1265,20240528,273,1,13000001264,Entrega rápida y producto excelente,9
1266,20240713,818,1,13000001265,Todo perfecto,6
1267,20240311,513,2,13000001266,UNKNOWN,6
1268,20240524,1026,2,13000001267,Todo perfecto,10
1269,20250524,1347,2,13000001268,UNKNOWN,8
1270,20240310,258,1,13000001269,Entrega rápida y producto excelente,2
1271,20250401,1010,1,13000001270,Atención muy buena,10
1272,20241007,220,2,13000001271,Tardó un poco más de lo esperado,7
1273,20250220,1048,1,13000001272,Volvería a comprar,8
1274,20240224,1300,1,13000001273,UNKNOWN,8
1275,20250407,262,2,13000001274,Volvería a comprar,8
1276,20240728,1141,2,13000001275,Volvería a comprar,10
1277,20240124,1234,2,13000001276,Tardó un poco más de lo esperado,8
1278,20241226,554,1,13000001277,Volvería a comprar,8
1279,20240523,730,1,13000001278,Entrega rápida y producto excelente,9
1280,20240415,578,2,13000001279,Podría mejorar el empaque,9
1281,20250929,1133,1,13000001280,Todo perfecto,8
1282,20250225,272,1,13000001281,Muy conforme con la calidad,9
1283,20240501,705,1,13000001282,Todo perfecto,7
1284,20250719,1304,2,13000001283,Volvería a comprar,3
1285,20240609,1274,2,13000001284,Podría mejorar el empaque,5
1286,20250725,38,1,13000001285,Volvería a comprar,1
1287,20241129,1037,2,13000001286,Atención muy buena,1
1288,20250702,1438,1,13000001287,Tardó un poco más de lo esperado,10
1289,20241214,621,1,13000001288,UNKNOWN,9
1290,20250603,177,1,13000001289,Todo perfecto,7
1291,20240206,1116,2,13000001290,Atención muy buena,6
1292,20240228,537,2,13000001291,Muy conforme con la calidad,6
1293,20250321,233,2,13000001292,Todo perfecto,10
1294,20250520,358,1,13000001293,Tardó un poco más de lo esperado,9
1295,20240922,544,1,13000001294,Atención muy buena,6
1296,20250119,694,2,13000001295,Muy conforme con la calidad,7
1297,20250630,1267,2,13000001296,UNKNOWN,6
1298,20241215,491,1,13000001297,UNKNOWN,10
1299,20250620,536,1,13000001298,Volvería a comprar,10
1300,20240923,403,1,13000001299,Podría mejorar el empaque,6
1301,20250809,856,1,13000001300,Volvería a comprar,9
1302,20240219,184,2,13000001301,Todo perfecto,7
1303,20240114,349,1,13000001302,Todo perfecto,10
1304,20241207,356,1,13000001303,Atención muy buena,4
1305,20241106,818,2,13000001304,Podría mejorar el empaque,8
1306,20240912,1251,2,13000001305,Todo perfecto,4
1307,20251002,85,2,13000001306,Tardó un poco más de lo esperado,8
1308,20250122,255,1,13000001307,Podría mejorar el empaque,10
1309,20250330,929,2,13000001308,Entrega rápida y producto excelente,8
1310,20240925,541,2,13000001309,Muy conforme con la calidad,6
1311,20250830,116,2,13000001310,UNKNOWN,4
1312,20250411,402,1,13000001311,Todo perfecto,8
1313,20240429,922,2,13000001312,Entrega rápida y producto excelente,3
1314,20240223,1484,2,13000001313,UNKNOWN,6
1315,20240815,986,1,13000001314,Muy conforme con la calidad,1
1316,20241225,155,1,13000001315,Entrega rápida y producto excelente,6
1317,20240611,138,1,13000001316,Tardó un poco más de lo esperado,7
1318,20240122,556,1,13000001317,UNKNOWN,9
1319,20250930,401,1,13000001318,UNKNOWN,6
1320,20250902,267,2,13000001319,Muy conforme con la calidad,0
1321,20240817,776,1,13000001320,UNKNOWN,6
1322,20250305,186,1,13000001321,UNKNOWN,7
1323,20240210,1330,1,13000001322,Muy conforme con la calidad,0
1324,20240126,32,1,13000001323,Muy conforme con la calidad,9
1325,20241029,7,1,13000001324,Tardó un poco más de lo esperado,6
1326,20240128,358,1,13000001325,Muy conforme con la calidad,9
1327,20240311,129,1,13000001326,UNKNOWN,0
1328,20250623,829,2,13000001327,Atención muy buena,7
1329,20240809,1129,2,13000001328,Todo perfecto,9
1330,20250212,1297,1,13000001329,Entrega rápida y producto excelente,6
1331,20241220,1001,1,13000001330,Atención muy buena,10
1332,20240307,1222,2,13000001331,Muy conforme con la calidad,9
1333,20240428,961,1,13000001332,Entrega rápida y producto excelente,6
1334,20240806,147,1,13000001333,Volvería a comprar,9
1335,20250618,1439,1,13000001334,Entrega rápida y producto excelente,9
1336,20250405,880,2,13000001335,Atención muy buena,10
1337,20250312,208,2,13000001336,Entrega rápida y producto excelente,10
1338,20240829,1240,2,13000001337,UNKNOWN,8
1339,20250826,956,2,13000001338,Tardó un poco más de lo esperado,9
1340,20250610,1212,2,13000001339,Volvería a comprar,3
1341,20250725,112,1,13000001340,Podría mejorar el empaque,9
1342,20250613,999,1,13000001341,Todo perfecto,10
1343,20250318,1381,1,13000001342,Atención muy buena,10
1344,20240917,935,2,13000001343,UNKNOWN,8
1345,20250310,1412,1,13000001344,Todo perfecto,10
1346,20251002,296,1,13000001345,Podría mejorar el empaque,7
1347,20240223,933,1,13000001346,Entrega rápida y producto excelente,3
1348,20250928,954,1,13000001347,Volvería a comprar,9
1349,20241023,269,2,13000001348,Tardó un poco más de lo esperado,7
1350,20250815,281,2,13000001349,Volvería a comprar,5
1351,20250608,359,2,13000001350,Muy conforme con la calidad,8
1352,20250628,492,1,13000001351,UNKNOWN,9
1353,20250522,489,2,13000001352,Podría mejorar el empaque,5
1354,20250711,386,2,13000001353,Entrega rápida y producto excelente,7
1355,20250821,1329,1,13000001354,Entrega rápida y producto excelente,7
1356,20240226,649,2,13000001355,Volvería a comprar,5
1357,20250517,684,1,13000001356,Tardó un poco más de lo esperado,9
1358,20250929,928,2,13000001357,UNKNOWN,8
1359,20250525,1096,1,13000001358,Muy conforme con la calidad,5
1360,20250625,546,1,13000001359,Muy conforme con la calidad,10
1361,20240324,121,1,13000001360,UNKNOWN,10
1362,20240616,400,2,13000001361,Volvería a comprar,10
1363,20240128,383,1,13000001362,Tardó un poco más de lo esperado,10
1364,20240511,518,1,13000001363,UNKNOWN,9
1365,20250315,1130,2,13000001364,Atención muy buena,9
1366,20250913,921,2,13000001365,Todo perfecto,5
1367,20240920,42,1,13000001366,UNKNOWN,8
1368,20240726,1459,1,13000001367,Muy conforme con la calidad,2
1369,20250922,1172,2,13000001368,Atención muy buena,0
1370,20250904,300,1,13000001369,Podría mejorar el empaque,7
1371,20240225,23,2,13000001370,Todo perfecto,10
1372,20250908,321,1,13000001371,Muy conforme con la calidad,5
1373,20241226,426,1,13000001372,UNKNOWN,8
1374,20250716,594,2,13000001373,Volvería a comprar,9
1375,20240709,1483,2,13000001374,Podría mejorar el empaque,9
1376,20251008,1003,1,13000001375,UNKNOWN,9
1377,20250526,457,2,13000001376,Todo perfecto,5
1378,20240303,746,1,13000001377,Podría mejorar el empaque,9
1379,20240617,150,2,13000001378,Volvería a comprar,9
1380,20240513,1313,1,13000001379,Volvería a comprar,8
1381,20240628,1087,2,13000001380,Muy conforme con la calidad,10
1382,20250522,835,1,13000001381,Todo perfecto,9
1383,20250202,1149,2,13000001382,UNKNOWN,3
1384,20240516,587,2,13000001383,Entrega rápida y producto excelente,9
1385,20250218,257,1,13000001384,Todo perfecto,7
1386,20241128,1127,1,13000001385,Atención muy buena,0
1387,20250802,1332,1,13000001386,Entrega rápida y producto excelente,8
1388,20251012,961,1,13000001387,Podría mejorar el empaque,0
1389,20250206,85,2,13000001388,UNKNOWN,9
1390,20250920,461,2,13000001389,Atención muy buena,8
1391,20240424,302,2,13000001390,Volvería a comprar,4
1392,20250610,1239,1,13000001391,UNKNOWN,9
1393,20250515,633,2,13000001392,UNKNOWN,10
1394,20240902,1475,2,13000001393,Muy conforme con la calidad,9
1395,20250815,1377,1,13000001394,UNKNOWN,9
1396,20240604,719,1,13000001395,Entrega rápida y producto excelente,3
1397,20241212,390,1,13000001396,Muy conforme con la calidad,7
1398,20250731,541,1,13000001397,Podría mejorar el empaque,3
1399,20240802,1181,1,13000001398,Atención muy buena,7
1400,20250125,1022,1,13000001399,Atención muy buena,7
1401,20241218,485,1,13000001400,UNKNOWN,7
1402,20240212,1011,1,13000001401,Tardó un poco más de lo esperado,7
1403,20241227,771,1,13000001402,Atención muy buena,6
1404,20250912,478,2,13000001403,Entrega rápida y producto excelente,0
1405,20240709,529,2,13000001404,Volvería a comprar,5
1406,20240429,73,1,13000001405,Muy conforme con la calidad,10
1407,20250915,615,1,13000001406,Atención muy buena,5
1408,20250422,1048,2,13000001407,UNKNOWN,5
1409,20240517,1292,1,13000001408,Atención muy buena,3
1410,20241208,1429,1,13000001409,Tardó un poco más de lo esperado,10
1411,20241101,1353,1,13000001410,UNKNOWN,9
1412,20250218,1322,1,13000001411,Atención muy buena,8
1413,20240207,325,1,13000001412,Muy conforme con la calidad,7
1414,20250315,1004,1,13000001413,UNKNOWN,7
1415,20250702,509,2,13000001414,Tardó un poco más de lo esperado,9
1416,20241103,1498,1,13000001415,Entrega rápida y producto excelente,8
1417,20250228,166,2,13000001416,Tardó un poco más de lo esperado,4
1418,20250904,971,2,13000001417,Podría mejorar el empaque,8
1419,20250705,1301,2,13000001418,UNKNOWN,8
1420,20251007,573,2,13000001419,Muy conforme con la calidad,9
1421,20240803,730,2,13000001420,Muy conforme con la calidad,7
1422,20250311,650,2,13000001421,Atención muy buena,9
1423,20241007,873,1,13000001422,Muy conforme con la calidad,9
1424,20251005,658,2,13000001423,Podría mejorar el empaque,9
1425,20240903,991,2,13000001424,Tardó un poco más de lo esperado,1
1426,20251003,106,2,13000001425,UNKNOWN,3
1427,20250908,270,2,13000001426,Tardó un poco más de lo esperado,10
1428,20250316,833,1,13000001427,Muy conforme con la calidad,6
1429,20240823,604,1,13000001428,Tardó un poco más de lo esperado,6
1430,20240913,1051,2,13000001429,Tardó un poco más de lo esperado,7
1431,20251004,212,2,13000001430,Tardó un poco más de lo esperado,10
1432,20240216,1149,1,13000001431,Volvería a comprar,8
1433,20240925,456,2,13000001432,Atención muy buena,8
1434,20250426,859,2,13000001433,Todo perfecto,7
1435,20241210,728,2,13000001434,Podría mejorar el empaque,5
1436,20240714,1062,1,13000001435,Volvería a comprar,9
1437,20240611,995,1,13000001436,Podría mejorar el empaque,7
1438,20250504,1173,1,13000001437,Tardó un poco más de lo esperado,8
1439,20240803,1375,1,13000001438,Tardó un poco más de lo esperado,4
1440,20240603,1073,2,13000001439,Volvería a comprar,3
1441,20250930,767,1,13000001440,Tardó un poco más de lo esperado,7
1442,20250406,969,2,13000001441,Volvería a comprar,8
1443,20250303,466,2,13000001442,Todo perfecto,10
1444,20250307,658,1,13000001443,Atención muy buena,6
1445,20241023,503,2,13000001444,Tardó un poco más de lo esperado,1
1446,20250712,810,2,13000001445,Entrega rápida y producto excelente,0
1447,20240427,1161,2,13000001446,Volvería a comprar,7
1448,20240402,373,2,13000001447,Podría mejorar el empaque,7
1449,20240402,467,1,13000001448,Entrega rápida y producto excelente,6
1450,20241006,165,1,13000001449,Todo perfecto,8
1451,20250629,1212,2,13000001450,Atención muy buena,7
1452,20250301,237,1,13000001451,Entrega rápida y producto excelente,5
1453,20240825,447,2,13000001452,Volvería a comprar,10
1454,20250314,272,1,13000001453,Atención muy buena,3
1455,20250109,690,2,13000001454,Podría mejorar el empaque,7
1456,20240211,254,1,13000001455,Todo perfecto,7
1457,20240820,639,2,13000001456,Muy conforme con la calidad,8
1458,20241114,1257,2,13000001457,Entrega rápida y producto excelente,10
1459,20241029,1322,2,13000001458,UNKNOWN,7
1460,20250214,1418,2,13000001459,Podría mejorar el empaque,9
1461,20250908,1163,1,13000001460,Todo perfecto,5
1462,20241203,1237,1,13000001461,Podría mejorar el empaque,7
1463,20241124,1313,1,13000001462,Tardó un poco más de lo esperado,10
1464,20240713,558,2,13000001463,Entrega rápida y producto excelente,7
1465,20250407,806,2,13000001464,Tardó un poco más de lo esperado,8
1466,20240605,362,1,13000001465,UNKNOWN,9
1467,20250616,8,1,13000001466,UNKNOWN,7
1468,20241122,54,2,13000001467,Podría mejorar el empaque,5
1469,20240330,554,2,13000001468,Todo perfecto,3
1470,20250314,1409,1,13000001469,Volvería a comprar,9
1471,20241005,259,2,13000001470,Atención muy buena,6
1472,20240405,1397,1,13000001471,Muy conforme con la calidad,9
